reportdate,hospital,dphcategory,covidstatus,patientcount,hospitalreportingpct,data_loaded_at,data_as_of
2021/06/28,All SF Hospitals,ICU,COVID+,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/24,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/15,All SF Hospitals,ICU,COVID+,20,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/07,All SF Hospitals,Med/Surg,COVID+,74,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/05,All SF Hospitals,Med/Surg,COVID+,74,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/06/10,All SF Hospitals,Med/Surg,PUI,15,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/13,All SF Hospitals,Med/Surg,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/21,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/10/15,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/22,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/03/18,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/14,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/20,All SF Hospitals,Med/Surg,COVID+,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/09,All SF Hospitals,Med/Surg,COVID+,12,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/17,All SF Hospitals,Med/Surg,PUI,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/10,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/20,All SF Hospitals,ICU,COVID+,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/06,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/12,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/10,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/19,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/07,All SF Hospitals,Med/Surg,COVID+,57,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/19,All SF Hospitals,Med/Surg,PUI,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/09,All SF Hospitals,ICU,COVID+,20,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/01,All SF Hospitals,ICU,COVID+,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/11,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/07/18,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/18,All SF Hospitals,Med/Surg,PUI,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/13,All SF Hospitals,ICU,COVID+,19,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/02/27,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/08,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/28,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/27,All SF Hospitals,Med/Surg,COVID+,46,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/16,All SF Hospitals,Med/Surg,COVID+,42,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/08/18,All SF Hospitals,Med/Surg,PUI,33,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/17,All SF Hospitals,ICU,COVID+,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/01/05,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/03,All SF Hospitals,Med/Surg,PUI,29,0.833333,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/25,All SF Hospitals,Med/Surg,PUI,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/11,All SF Hospitals,Med/Surg,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/29,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/30,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/22,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/10,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/26,All SF Hospitals,Med/Surg,COVID+,46,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/06/09,All SF Hospitals,Med/Surg,PUI,14,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/13,All SF Hospitals,Med/Surg,PUI,14,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/11,All SF Hospitals,Med/Surg,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/09,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/07,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/06/29,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/08/25,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/20,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/16,All SF Hospitals,Med/Surg,COVID+,41,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/29,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/09,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/06,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/06,All SF Hospitals,Med/Surg,COVID+,57,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/15,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/27,All SF Hospitals,ICU,COVID+,15,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/26,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/16,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/02,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/08/09,All SF Hospitals,Med/Surg,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/02/05,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/05,All SF Hospitals,Med/Surg,COVID+,45,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/02,All SF Hospitals,Med/Surg,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/02,All SF Hospitals,Med/Surg,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/13,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/15,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/05,All SF Hospitals,Med/Surg,COVID+,45,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/05/22,All SF Hospitals,Med/Surg,PUI,29,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/07/31,All SF Hospitals,Med/Surg,PUI,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/12,All SF Hospitals,Med/Surg,PUI,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/15,All SF Hospitals,ICU,COVID+,18,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/06,All SF Hospitals,Med/Surg,COVID+,28,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/20,All SF Hospitals,Med/Surg,COVID+,37,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/16,All SF Hospitals,Med/Surg,COVID+,102,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/06,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/05,All SF Hospitals,ICU,COVID+,23,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/21,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/05,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/01,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/02,All SF Hospitals,Med/Surg,COVID+,18,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/11,All SF Hospitals,Med/Surg,COVID+,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/01,All SF Hospitals,Med/Surg,COVID+,77,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/21,All SF Hospitals,Med/Surg,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/31,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/08,All SF Hospitals,ICU,COVID+,29,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/19,All SF Hospitals,ICU,COVID+,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/03/08,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/24,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/29,All SF Hospitals,Med/Surg,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/24,All SF Hospitals,ICU,COVID+,18,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/26,All SF Hospitals,Med/Surg,PUI,12,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/31,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/22,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/01/29,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/04/25,All SF Hospitals,ICU,COVID+,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/11/13,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/12/29,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/01/09,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/07,All SF Hospitals,Med/Surg,COVID+,64,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/20,All SF Hospitals,ICU,COVID+,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/18,All SF Hospitals,ICU,COVID+,15,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/30,All SF Hospitals,Med/Surg,COVID+,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/01,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/12/17,All SF Hospitals,Med/Surg,COVID+,120,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/10/18,All SF Hospitals,Med/Surg,COVID+,35,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/27,All SF Hospitals,Med/Surg,COVID+,40,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/16,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/11/16,All SF Hospitals,ICU,COVID+,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/03,All SF Hospitals,ICU,COVID+,16,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/23,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/31,All SF Hospitals,Med/Surg,COVID+,51,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/03/23,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/03/06,All SF Hospitals,Med/Surg,COVID+,31,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/22,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/12,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/08/13,All SF Hospitals,Med/Surg,COVID+,99,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/08/26,All SF Hospitals,ICU,COVID+,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/24,All SF Hospitals,Med/Surg,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/02/06,All SF Hospitals,ICU,COVID+,37,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/04,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/26,All SF Hospitals,Med/Surg,COVID+,85,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/08/28,All SF Hospitals,Med/Surg,COVID+,38,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/04/11,All SF Hospitals,ICU,COVID+,31,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/18,All SF Hospitals,ICU,COVID+,36,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/06,All SF Hospitals,ICU,COVID+,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/07/28,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/08/08,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/04/13,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/11,All SF Hospitals,Med/Surg,COVID+,75,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/06,All SF Hospitals,ICU,COVID+,16,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/02/16,All SF Hospitals,ICU,COVID+,32,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/10/26,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/24,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/08,All SF Hospitals,Med/Surg,COVID+,49,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/31,All SF Hospitals,Med/Surg,COVID+,32,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/27,All SF Hospitals,Med/Surg,COVID+,43,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/04/07,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/02/14,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/26,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/11,All SF Hospitals,Med/Surg,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/15,All SF Hospitals,ICU,COVID+,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/09,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/30,All SF Hospitals,Med/Surg,COVID+,70,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/03/05,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/14,All SF Hospitals,Med/Surg,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/12,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/11,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/04,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/14,All SF Hospitals,Med/Surg,COVID+,112,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/09/23,All SF Hospitals,Med/Surg,PUI,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/03/21,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/04,All SF Hospitals,Med/Surg,COVID+,46,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/21,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/23,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/27,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/05/07,All SF Hospitals,Med/Surg,COVID+,38,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/03,All SF Hospitals,Med/Surg,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/22,All SF Hospitals,Med/Surg,PUI,13,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/23,All SF Hospitals,ICU,COVID+,39,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/10/14,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/11/02,All SF Hospitals,ICU,COVID+,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/02/03,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/01/05,All SF Hospitals,Med/Surg,COVID+,107,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/08,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/31,All SF Hospitals,Med/Surg,PUI,14,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/08/02,All SF Hospitals,Med/Surg,COVID+,106,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/04,All SF Hospitals,ICU,COVID+,15,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/10,All SF Hospitals,ICU,COVID+,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/28,All SF Hospitals,ICU,COVID+,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/03/29,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/19,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/06/07,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/19,All SF Hospitals,Med/Surg,PUI,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/26,All SF Hospitals,ICU,PUI,4,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/16,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/22,All SF Hospitals,Med/Surg,COVID+,110,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/07/15,All SF Hospitals,Med/Surg,COVID+,37,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/08/04,All SF Hospitals,ICU,COVID+,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/15,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/07/25,All SF Hospitals,Med/Surg,COVID+,33,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/06/16,All SF Hospitals,Med/Surg,PUI,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/18,All SF Hospitals,ICU,COVID+,15,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/05/21,All SF Hospitals,ICU,PUI,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/02/06,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/10/02,All SF Hospitals,Med/Surg,COVID+,43,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/09/29,All SF Hospitals,Med/Surg,PUI,7,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/04,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/11/13,All SF Hospitals,Med/Surg,PUI,9,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/03/03,All SF Hospitals,Med/Surg,PUI,18,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/10/22,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/07/31,All SF Hospitals,ICU,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/08,All SF Hospitals,Med/Surg,PUI,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/06/28,All SF Hospitals,Med/Surg,PUI,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/05/15,All SF Hospitals,Med/Surg,COVID+,31,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/11/07,All SF Hospitals,Med/Surg,PUI,1,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/18,All SF Hospitals,ICU,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/30,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/09/28,All SF Hospitals,Med/Surg,COVID+,35,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/12/07,All SF Hospitals,Med/Surg,PUI,6,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/24,All SF Hospitals,Med/Surg,PUI,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/05/02,All SF Hospitals,ICU,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/06/04,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/08/01,All SF Hospitals,Med/Surg,COVID+,69,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/11/17,All SF Hospitals,Med/Surg,COVID+,13,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/05/23,All SF Hospitals,Med/Surg,PUI,3,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/10/07,All SF Hospitals,ICU,COVID+,17,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/10/24,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/10/01,All SF Hospitals,Med/Surg,COVID+,36,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2020/11/01,All SF Hospitals,ICU,COVID+,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/07/26,All SF Hospitals,ICU,PUI,0,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/08/14,All SF Hospitals,Med/Surg,COVID+,38,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/01/04,All SF Hospitals,Med/Surg,PUI,10,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/04/22,All SF Hospitals,ICU,COVID+,8,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/07/04,All SF Hospitals,ICU,COVID+,17,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/20,All SF Hospitals,Med/Surg,PUI,2,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/10,All SF Hospitals,Med/Surg,PUI,13,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2021/12/07,All SF Hospitals,ICU,COVID+,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/05/28,All SF Hospitals,ICU,COVID+,11,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2023/07/27,All SF Hospitals,ICU,COVID+,5,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/04/24,All SF Hospitals,Med/Surg,COVID+,27,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
2022/12/02,All SF Hospitals,Med/Surg,PUI,17,1,01/04/2024 05:30:06 PM,01/04/2024 04:00:06 PM
